date,cat,geo,gprop,arrival,emigrant,emigrate,emigration,immigrant,immigrate,immigration,legalization,migrant,migrate,migration,passport,quota,required documents,visa,waiver
2006-07-01,0,MA,,0,0,0,5,14,11,17,0,0,0,12,18,27,0,50,0
2006-08-01,0,MA,,0,0,0,10,0,12,14,13,0,0,5,14,28,0,50,0
2006-09-01,0,MA,,14,0,0,10,0,11,14,0,0,0,6,9,0,0,41,0
2006-10-01,0,MA,,12,0,0,12,11,7,23,11,0,0,30,18,22,0,40,0
2006-11-01,0,MA,,11,0,39,40,0,8,21,10,0,0,36,17,0,0,37,10
2006-12-01,0,MA,,11,0,38,32,0,8,16,37,0,19,25,10,0,0,20,10
2007-01-01,0,MA,,10,0,0,13,9,11,15,9,0,17,19,9,0,0,37,0
2007-02-01,0,MA,,21,0,0,10,0,8,18,0,0,0,27,13,19,0,40,0
2007-03-01,0,MA,,0,28,0,15,9,13,19,24,11,16,28,12,34,0,29,0
2007-04-01,0,MA,,9,0,0,9,0,6,14,8,0,16,22,32,17,33,37,9
2007-05-01,0,MA,,16,0,0,16,0,8,17,7,0,0,34,7,0,0,32,0
2007-06-01,0,MA,,16,25,0,8,16,7,9,43,9,0,15,8,0,0,45,0
2007-07-01,0,MA,,8,0,0,8,0,30,9,0,0,0,7,21,15,0,57,0
2007-08-01,0,MA,,8,0,0,3,8,36,8,0,0,0,8,15,0,0,45,8
2007-09-01,0,MA,,16,50,0,14,15,12,11,14,19,0,11,16,15,0,40,0
2007-10-01,0,MA,,7,21,0,22,6,9,17,6,8,0,20,24,13,0,44,0
2007-11-01,0,MA,,14,40,0,25,18,11,13,52,15,0,20,14,0,23,31,0
2007-12-01,0,MA,,34,0,0,15,12,8,11,29,0,0,20,14,12,0,26,0
2008-01-01,0,MA,,26,0,0,17,12,15,14,12,0,0,23,6,0,0,39,0
2008-02-01,0,MA,,12,0,0,10,0,8,14,27,0,0,26,20,11,22,28,0
2008-03-01,0,MA,,18,0,0,29,0,6,14,21,0,0,25,10,11,0,35,0
2008-04-01,0,MA,,24,0,0,16,0,4,12,21,7,0,21,12,11,0,28,6
2008-05-01,0,MA,,58,17,10,14,10,12,13,20,7,10,22,18,0,0,36,5
2008-06-01,0,MA,,6,18,10,4,5,12,8,5,7,31,10,9,0,21,46,0
2008-07-01,0,MA,,6,0,0,0,0,4,7,10,0,10,8,14,11,0,41,0
2008-08-01,0,MA,,19,19,0,4,6,7,10,0,7,11,3,12,0,0,42,6
2008-09-01,0,MA,,24,18,0,6,6,10,8,11,7,11,7,20,11,0,37,0
2008-10-01,0,MA,,10,15,18,14,5,14,14,9,6,9,20,17,18,17,30,0
2008-11-01,0,MA,,10,0,0,20,5,10,10,36,0,0,10,7,0,0,36,0
2008-12-01,0,MA,,10,15,0,18,5,8,10,48,6,0,16,17,0,18,27,0
2009-01-01,0,MA,,5,0,0,14,4,6,7,8,5,0,11,13,9,33,28,0
2009-02-01,0,MA,,10,0,9,10,0,6,12,34,6,0,24,21,18,0,28,0
2009-03-01,0,MA,,27,14,0,22,4,7,11,36,10,0,19,17,0,0,31,0
2009-04-01,0,MA,,28,14,0,19,17,10,11,28,5,0,16,13,17,32,27,4
2009-05-01,0,MA,,22,26,0,4,16,3,10,26,10,0,18,6,16,0,35,4
2009-06-01,0,MA,,49,0,0,7,0,11,5,16,0,8,6,21,8,16,35,0
2009-07-01,0,MA,,0,0,0,2,4,7,5,8,0,0,3,19,9,0,38,8
2009-08-01,0,MA,,15,15,9,2,18,10,7,13,6,0,6,20,0,0,37,9
2009-09-01,0,MA,,8,14,0,4,8,4,7,20,5,8,4,14,0,0,28,0
2009-10-01,0,MA,,8,0,0,4,0,12,11,23,0,8,13,20,8,15,31,0
2009-11-01,0,MA,,18,14,0,11,4,2,7,25,5,0,10,18,0,0,33,0
2009-12-01,0,MA,,13,0,8,18,0,7,9,61,0,8,18,19,0,15,27,0
2010-01-01,0,MA,,4,0,0,14,29,6,8,39,0,0,13,47,8,0,29,0
2010-02-01,0,MA,,40,15,0,15,10,6,9,0,6,0,14,75,18,0,22,14
2010-03-01,0,MA,,32,0,0,8,4,5,8,28,0,0,16,89,0,16,29,8
2010-04-01,0,MA,,9,0,0,7,0,4,7,17,0,0,12,89,0,0,25,0
2010-05-01,0,MA,,52,13,0,4,8,4,6,19,5,0,6,110,16,0,37,0
2010-06-01,0,MA,,22,0,0,1,4,4,6,8,0,0,4,135,0,0,44,0
2010-07-01,0,MA,,14,0,8,4,0,8,5,4,0,0,2,120,17,17,38,8
2010-08-01,0,MA,,19,0,0,2,0,9,5,12,0,0,5,94,0,0,33,0
2010-09-01,0,MA,,15,15,0,4,8,4,6,17,5,0,9,84,0,17,30,0
2010-10-01,0,MA,,8,0,8,7,4,8,7,38,0,8,12,76,0,0,33,0
2010-11-01,0,MA,,21,13,16,6,4,6,6,27,5,24,7,54,8,0,31,4
2010-12-01,0,MA,,20,12,0,20,4,5,9,24,4,0,17,71,0,0,28,4
2011-01-01,0,MA,,26,0,0,9,0,4,5,12,3,4,8,83,4,24,23,2
2011-02-01,0,MA,,12,0,4,11,2,3,7,15,3,4,14,67,4,0,20,2
2011-03-01,0,MA,,8,13,4,8,10,3,7,34,5,8,12,88,8,0,28,2
2011-04-01,0,MA,,27,0,0,2,2,2,5,12,0,4,6,67,0,16,33,2
2011-05-01,0,MA,,25,6,0,3,4,4,5,26,2,4,9,80,4,0,32,2
2011-06-01,0,MA,,8,7,0,3,0,3,4,8,0,8,3,76,0,16,31,8
2011-07-01,0,MA,,31,20,0,2,8,6,5,10,5,0,3,78,8,0,31,0
2011-08-01,0,MA,,17,0,0,4,2,6,4,9,0,0,4,79,8,0,30,2
2011-09-01,0,MA,,8,0,0,4,0,4,4,28,0,0,6,77,7,21,32,2
2011-10-01,0,MA,,16,6,0,8,6,2,7,17,2,0,11,61,0,20,29,0
2011-11-01,0,MA,,20,6,0,15,6,4,6,30,2,0,9,59,4,7,29,4
2011-12-01,0,MA,,23,6,0,11,2,4,6,25,2,0,11,77,7,0,27,6
2012-01-01,0,MA,,22,6,0,12,4,3,5,24,2,3,9,85,3,0,25,2
2012-02-01,0,MA,,16,6,0,7,7,5,5,7,2,0,11,69,0,7,24,7
2012-03-01,0,MA,,43,0,0,11,3,4,6,18,0,9,10,75,13,12,30,4
2012-04-01,0,MA,,31,0,0,6,2,3,5,21,0,0,6,68,11,0,26,0
2012-05-01,0,MA,,25,11,3,3,3,2,5,21,4,0,8,99,7,6,32,5
2012-06-01,0,MA,,21,0,9,8,0,4,4,14,0,3,5,88,0,6,30,8
2012-07-01,0,MA,,22,11,0,4,6,6,3,11,4,0,5,71,0,0,36,2
2012-08-01,0,MA,,28,0,0,6,2,3,5,9,0,3,4,69,0,13,36,3
2012-09-01,0,MA,,29,0,0,4,7,3,4,15,0,3,4,82,3,6,28,0
2012-10-01,0,MA,,23,31,0,7,9,6,6,19,16,3,7,65,6,6,31,2
2012-11-01,0,MA,,29,25,3,19,11,3,8,26,11,6,16,52,0,0,27,5
2012-12-01,0,MA,,26,24,3,7,8,4,5,40,9,6,9,57,0,0,24,6
2013-01-01,0,MA,,23,14,0,3,6,4,5,22,8,0,5,57,6,0,24,5
2013-02-01,0,MA,,46,15,0,8,5,3,6,12,8,3,11,89,9,6,26,7
2013-03-01,0,MA,,28,25,0,4,8,5,6,24,12,2,9,56,8,15,25,5
2013-04-01,0,MA,,31,13,0,3,8,4,4,16,5,5,6,66,8,5,29,4
2013-05-01,0,MA,,42,8,7,8,3,4,4,12,3,2,8,76,7,5,30,4
2013-06-01,0,MA,,52,12,2,5,4,5,3,7,7,4,3,61,10,0,30,2
2013-07-01,0,MA,,27,4,0,3,5,15,3,9,2,5,3,57,3,10,41,4
2013-08-01,0,MA,,31,4,0,3,4,5,5,2,2,0,5,50,5,0,34,1
2013-09-01,0,MA,,24,4,4,3,3,4,4,11,2,9,4,57,7,5,32,3
2013-10-01,0,MA,,32,8,0,7,6,5,5,20,3,0,7,43,7,0,26,2
2013-11-01,0,MA,,38,15,2,7,6,3,5,21,6,2,9,52,12,13,28,1
2013-12-01,0,MA,,44,22,2,7,11,5,4,24,12,6,9,54,9,17,26,3
2014-01-01,0,MA,,55,18,2,8,13,3,6,20,7,2,10,54,0,4,26,4
2014-02-01,0,MA,,44,7,2,3,4,5,5,14,3,4,9,59,7,4,26,1
2014-03-01,0,MA,,37,3,4,7,8,6,5,22,1,6,8,57,4,8,28,2
2014-04-01,0,MA,,39,14,0,4,8,5,4,18,3,0,7,62,10,24,26,6
2014-05-01,0,MA,,41,17,6,6,6,4,4,21,7,2,8,59,6,4,31,2
2014-06-01,0,MA,,42,11,2,1,2,3,3,15,1,4,4,54,9,4,28,2
2014-07-01,0,MA,,34,4,0,2,3,4,3,10,1,0,4,69,2,4,36,4
2014-08-01,0,MA,,48,11,0,3,4,4,3,1,6,0,4,66,0,0,34,3
2014-09-01,0,MA,,36,3,2,2,3,5,4,14,4,0,6,53,0,4,30,2
2014-10-01,0,MA,,33,3,2,9,5,4,5,13,1,4,10,54,2,11,26,3
2014-11-01,0,MA,,42,10,4,4,5,5,4,33,4,8,9,46,0,4,25,2
2014-12-01,0,MA,,66,0,0,9,3,4,4,28,2,4,7,52,2,0,28,4
2015-01-01,0,MA,,49,10,2,5,5,5,4,23,5,6,7,42,0,11,27,2
2015-02-01,0,MA,,54,21,2,5,9,3,3,24,9,6,7,55,6,4,26,4
2015-03-01,0,MA,,47,17,0,5,11,6,5,19,6,4,8,69,4,8,28,4
2015-04-01,0,MA,,47,10,0,6,10,3,5,12,8,4,8,63,8,4,31,5
2015-05-01,0,MA,,64,16,6,7,7,7,4,22,5,4,9,58,10,8,35,1
2015-06-01,0,MA,,39,3,0,2,1,3,3,12,4,0,6,56,8,8,37,7
2015-07-01,0,MA,,59,6,0,3,6,5,3,8,2,2,4,68,0,15,45,2
2015-08-01,0,MA,,47,13,0,2,6,4,3,15,6,0,4,49,10,18,40,4
2015-09-01,0,MA,,61,10,2,3,6,3,3,7,6,4,4,63,6,8,34,3
2015-10-01,0,MA,,51,15,2,12,12,3,6,33,6,6,14,67,2,4,36,1
2015-11-01,0,MA,,49,10,4,7,6,5,4,22,6,2,7,63,4,26,29,6
2015-12-01,0,MA,,45,6,5,7,5,5,3,26,6,5,8,47,9,11,26,11
2016-01-01,0,MA,,55,15,2,4,8,4,5,19,5,3,10,48,5,28,22,4
2016-02-01,0,MA,,70,12,0,6,11,5,7,15,10,4,15,55,8,11,27,6
2016-03-01,0,MA,,60,23,4,7,9,4,6,25,12,7,14,52,5,3,28,3
2016-04-01,0,MA,,50,30,0,7,11,5,5,21,11,2,11,45,5,11,26,10
2016-05-01,0,MA,,59,21,4,6,10,4,6,18,11,5,12,55,5,17,32,4
2016-06-01,0,MA,,41,24,0,1,11,7,4,16,12,0,8,56,2,16,38,8
2016-07-01,0,MA,,80,3,2,2,2,4,4,11,1,10,6,55,4,16,37,10
2016-08-01,0,MA,,61,15,0,1,8,6,4,5,4,0,7,51,7,12,37,3
2016-09-01,0,MA,,97,7,0,3,3,3,4,13,6,0,7,52,2,21,30,4
2016-10-01,0,MA,,82,10,8,22,6,5,12,21,8,12,25,49,8,4,33,8
2016-11-01,0,MA,,84,14,2,13,5,6,10,22,8,6,21,54,4,28,29,2
2016-12-01,0,MA,,92,16,0,9,8,7,7,25,8,2,14,58,4,0,29,7
2017-01-01,0,MA,,92,6,0,6,4,4,6,19,3,4,12,55,8,7,29,5
2017-02-01,0,MA,,102,17,0,8,8,5,5,14,9,4,10,50,2,0,31,4
2017-03-01,0,MA,,109,20,0,9,9,6,5,25,8,4,11,54,4,19,32,9
2017-04-01,0,MA,,109,14,0,8,7,5,5,20,6,0,10,45,2,12,35,8
2017-05-01,0,MA,,74,37,0,6,16,6,5,20,13,4,12,54,4,8,41,7
2017-06-01,0,MA,,79,4,2,4,2,6,4,11,7,7,7,62,2,5,51,7
2017-07-01,0,MA,,107,7,6,3,5,5,4,13,6,4,6,73,2,13,45,4
2017-08-01,0,MA,,76,7,4,2,10,4,3,11,4,8,4,59,0,17,41,3
2017-09-01,0,MA,,108,8,2,11,5,5,8,19,4,4,16,73,5,18,38,7
2017-10-01,0,MA,,111,14,4,16,6,9,14,24,6,4,38,66,6,16,36,5
2017-11-01,0,MA,,76,7,4,7,4,4,6,16,7,6,13,69,4,21,39,4
2017-12-01,0,MA,,113,7,6,5,4,6,7,21,6,14,14,78,9,12,36,8
2018-01-01,0,MA,,96,3,2,5,4,18,5,23,2,4,10,59,0,8,38,5
2018-02-01,0,MA,,77,8,2,8,3,4,6,14,6,2,14,56,2,4,37,8
2018-03-01,0,MA,,99,3,2,6,4,4,5,14,1,10,11,50,6,0,41,3
2018-04-01,0,MA,,68,39,0,3,13,5,4,24,16,4,9,50,11,4,38,11
2018-05-01,0,MA,,79,19,0,4,12,6,5,19,13,7,11,63,7,9,53,1
2018-06-01,0,MA,,99,7,0,4,3,6,4,10,6,8,6,59,4,12,51,4
2018-07-01,0,MA,,87,0,2,5,2,6,5,13,5,10,7,60,4,8,58,10
2018-08-01,0,MA,,87,8,0,5,2,6,5,7,4,2,8,67,7,4,45,2
2018-09-01,0,MA,,77,7,10,12,4,8,11,12,7,21,19,69,9,4,51,3
2018-10-01,0,MA,,86,7,4,13,5,5,17,20,7,12,37,57,11,8,45,8
2018-11-01,0,MA,,77,11,4,10,9,5,10,32,5,6,19,49,5,17,49,7
2018-12-01,0,MA,,93,11,4,3,4,5,7,20,5,12,15,52,4,9,48,10
2019-01-01,0,MA,,90,14,4,4,7,4,6,23,9,2,12,89,7,21,53,7
2019-02-01,0,MA,,86,8,0,8,2,2,7,23,6,2,14,74,5,9,59,7
2019-03-01,0,MA,,95,15,4,6,6,5,5,29,7,4,12,69,11,8,59,10
2019-04-01,0,MA,,94,22,4,6,9,6,4,17,15,6,8,76,9,17,56,14
2019-05-01,0,MA,,95,28,4,7,13,6,6,20,16,4,12,74,5,9,74,4
2019-06-01,0,MA,,100,10,0,5,7,5,4,10,8,6,8,67,8,20,66,7
2019-07-01,0,MA,,90,3,2,2,5,4,4,20,1,10,7,71,2,16,68,12
2019-08-01,0,MA,,118,4,0,2,6,5,5,3,4,0,6,76,2,13,61,1
2019-09-01,0,MA,,92,18,2,5,9,24,8,21,10,6,14,90,7,21,69,8
2019-10-01,0,MA,,86,6,0,12,5,19,15,17,6,12,39,109,11,12,62,14
2019-11-01,0,MA,,107,7,0,8,5,3,8,18,6,4,15,62,4,20,61,9
2019-12-01,0,MA,,97,13,6,6,4,5,7,31,11,16,15,58,10,12,50,9
2020-01-01,0,MA,,116,10,2,5,3,5,7,20,8,4,11,78,0,4,67,13
2020-02-01,0,MA,,103,3,6,10,1,6,7,18,2,8,15,77,11,12,57,8
2020-03-01,0,MA,,87,3,0,3,2,5,4,18,6,5,9,37,9,4,29,2
2020-04-01,0,MA,,28,16,0,3,10,5,2,11,7,9,5,17,4,0,12,2
2020-05-01,0,MA,,29,27,2,6,9,7,4,11,11,8,7,17,2,12,15,8
2020-06-01,0,MA,,71,16,4,4,6,4,4,9,5,11,7,33,8,19,22,10
2020-07-01,0,MA,,102,7,2,3,2,4,3,11,7,4,4,38,9,21,23,11
2020-08-01,0,MA,,103,11,2,6,5,4,5,9,7,12,7,39,6,25,28,4
2020-09-01,0,MA,,102,10,2,6,5,6,5,20,5,2,8,42,6,20,23,13
2020-10-01,0,MA,,112,31,6,13,11,6,9,19,13,6,19,46,4,12,19,10
2020-11-01,0,MA,,102,10,6,9,3,6,10,21,8,8,24,37,10,20,13,7
2020-12-01,0,MA,,112,10,2,6,4,4,6,15,6,4,13,41,6,15,20,12
2021-01-01,0,MA,,105,0,2,3,0,6,5,28,1,2,12,37,0,13,15,11
2004-01-01,0,MD,,0,0,0,0,0,0,96,0,0,0,0,0,0,0,148,0
2004-02-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01,0,MD,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,156,0
2004-09-01,0,MD,,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
2004-10-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-01,0,MD,,0,0,0,0,0,0,62,0,0,0,0,0,0,0,48,100
2005-01-01,0,MD,,0,0,0,0,0,0,65,0,0,0,0,0,0,0,100,0
2005-02-01,0,MD,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0
2005-03-01,0,MD,,0,0,0,55,0,0,0,0,0,0,200,0,0,0,86,0
2005-04-01,0,MD,,0,0,0,0,0,0,63,0,0,0,0,0,0,0,98,0
2005-05-01,0,MD,,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
2005-06-01,0,MD,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0
2005-07-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
2005-08-01,0,MD,,0,0,0,0,0,0,130,0,0,0,0,0,0,0,100,0
2005-09-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
2005-10-01,0,MD,,0,0,0,42,0,0,42,0,0,0,0,0,0,0,32,0
2005-11-01,0,MD,,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
2005-12-01,0,MD,,0,0,0,0,0,0,68,0,0,0,0,100,0,0,0,0
2006-01-01,0,MD,,0,0,0,32,0,0,100,0,0,0,0,0,0,0,0,0
2006-02-01,0,MD,,0,0,0,0,0,0,0,100,0,0,51,0,0,0,44,0
2006-03-01,0,MD,,0,0,0,0,0,0,25,0,0,0,0,74,0,0,0,0
2006-04-01,0,MD,,0,0,0,56,0,0,0,0,0,0,0,0,0,0,44,0
2006-05-01,0,MD,,0,0,0,0,0,0,25,0,0,0,45,0,0,0,19,0
2006-06-01,0,MD,,0,0,0,0,0,0,0,0,0,0,55,0,100,0,0,0
2006-07-01,0,MD,,0,0,0,0,0,0,92,0,0,0,0,0,0,0,142,0
2006-08-01,0,MD,,0,0,0,28,0,0,29,0,0,0,0,0,0,0,44,0
2006-09-01,0,MD,,0,0,0,0,0,0,24,0,0,0,42,0,0,0,146,0
2006-10-01,0,MD,,0,0,0,0,0,0,20,0,0,31,0,0,0,0,30,0
2006-11-01,0,MD,,0,0,0,17,0,0,17,0,0,0,0,0,0,0,108,0
2006-12-01,0,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
2007-01-01,0,MD,,0,0,0,0,0,0,32,0,0,0,0,0,0,100,50,0
2007-02-01,0,MD,,0,0,0,15,0,0,0,0,0,0,0,0,0,0,36,0
2007-03-01,0,MD,,0,0,0,0,0,0,28,0,0,0,0,43,0,0,75,0
2007-04-01,0,MD,,0,0,0,28,0,0,15,0,0,0,26,0,0,0,45,0
2007-05-01,0,MD,,0,0,0,0,0,0,26,0,0,0,0,39,0,0,60,0
2007-06-01,0,MD,,0,0,0,0,0,0,30,0,0,0,0,45,0,0,22,0
2007-07-01,0,MD,,0,0,0,0,0,0,30,0,0,24,0,0,0,0,72,0
2007-08-01,0,MD,,0,0,0,29,0,0,15,0,0,0,0,0,0,0,82,0
2007-09-01,0,MD,,0,0,0,12,0,0,0,0,0,0,22,0,0,0,38,0
2007-10-01,0,MD,,0,0,0,10,100,0,20,36,0,16,18,0,0,0,16,0
2007-11-01,0,MD,,0,0,0,9,0,0,10,34,0,0,0,0,0,60,45,0
2007-12-01,0,MD,,0,0,0,9,0,0,9,0,0,0,0,0,0,0,7,0
2008-01-01,0,MD,,0,0,0,10,96,0,19,0,0,0,18,59,0,0,37,0
2008-02-01,0,MD,,0,100,0,0,0,0,18,0,0,0,34,28,0,0,28,0
2008-03-01,0,MD,,0,0,0,9,0,0,9,0,0,0,16,0,0,0,26,0
2008-04-01,0,MD,,0,0,0,0,0,0,9,0,0,0,0,27,32,0,14,0
2008-05-01,0,MD,,14,0,0,9,0,0,9,0,0,0,16,0,0,0,42,0
2008-06-01,0,MD,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,0
2008-07-01,0,MD,,0,0,0,0,0,0,10,34,0,0,53,0,34,0,30,0
2008-08-01,0,MD,,0,0,0,10,0,0,20,0,0,16,0,31,0,63,32,0
2008-09-01,0,MD,,0,0,0,8,0,0,41,0,0,0,16,0,0,0,26,0
2008-10-01,0,MD,,0,0,0,7,0,0,8,0,100,0,40,23,0,0,24,0
2008-11-01,0,MD,,0,0,0,0,0,0,16,0,0,12,0,0,26,0,6,0
2008-12-01,0,MD,,0,0,0,7,0,0,7,0,0,0,0,0,0,0,22,0
2009-01-01,0,MD,,0,0,0,7,0,0,7,0,0,0,13,0,0,0,5,0
2009-02-01,0,MD,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0
2009-03-01,0,MD,,0,0,100,12,0,0,25,0,0,0,0,0,0,0,20,0
2009-04-01,0,MD,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,46,12
2009-05-01,0,MD,,0,0,0,6,0,0,0,0,0,0,0,20,0,82,5,0
2009-06-01,0,MD,,0,0,0,15,0,0,7,0,0,11,13,0,0,0,79,0
2009-07-01,0,MD,,0,0,0,7,0,0,8,0,0,0,0,0,0,0,66,0
2009-08-01,0,MD,,0,0,0,24,0,0,0,0,0,0,0,25,0,51,57,0
2009-09-01,0,MD,,0,0,0,7,0,0,14,0,0,0,0,21,0,42,57,0
2009-10-01,0,MD,,0,0,0,0,63,0,0,0,0,0,11,0,0,40,48,0
2009-11-01,0,MD,,0,0,0,24,0,0,12,0,0,0,0,0,0,0,18,0
2009-12-01,0,MD,,0,0,0,12,0,0,12,0,0,0,0,17,20,0,22,0
2010-01-01,0,MD,,0,0,0,0,0,0,12,0,0,0,11,0,0,36,28,0
2010-02-01,0,MD,,0,0,0,51,0,0,0,0,0,0,21,0,0,72,19,0
2010-03-01,0,MD,,0,60,0,5,0,0,12,19,0,0,0,0,38,68,30,0
2010-04-01,0,MD,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,10,0
2010-05-01,0,MD,,0,0,0,24,0,0,24,0,0,0,0,0,0,38,36,0
2010-06-01,0,MD,,0,0,0,12,0,0,14,0,0,0,0,0,23,0,40,0
2010-07-01,0,MD,,0,0,0,14,0,0,0,0,0,0,25,0,0,0,15,0
2010-08-01,0,MD,,0,0,0,14,0,0,14,0,0,0,13,0,0,44,12,0
2010-09-01,0,MD,,0,0,0,24,60,0,6,0,83,0,0,0,0,0,30,0
2010-10-01,0,MD,,0,0,0,12,0,0,6,0,0,0,0,17,0,0,53,0
2010-11-01,0,MD,,0,0,88,10,0,0,0,0,0,0,10,17,0,34,22,0
2010-12-01,0,MD,,0,0,0,5,0,0,5,0,0,0,0,16,0,0,20,0
2011-01-01,0,MD,,0,0,0,17,0,0,8,0,0,0,2,3,0,0,17,0
2011-02-01,0,MD,,0,0,0,14,0,0,5,0,0,0,2,4,0,7,22,2
2011-03-01,0,MD,,2,0,17,8,0,0,5,0,14,2,6,0,0,6,14,7
2011-04-01,0,MD,,0,0,0,3,11,0,4,0,0,0,4,3,0,14,17,2
2011-05-01,0,MD,,0,0,18,7,0,0,5,0,0,2,2,3,8,7,21,2
2011-06-01,0,MD,,0,0,0,10,0,0,9,0,0,0,4,7,0,14,17,6
2011-07-01,0,MD,,0,13,0,8,0,0,6,8,0,2,2,4,4,15,24,4
2011-08-01,0,MD,,5,0,0,4,0,0,3,0,0,0,4,0,0,7,28,0
2011-09-01,0,MD,,2,0,0,3,0,0,8,0,0,0,6,3,0,26,19,2
2011-10-01,0,MD,,0,0,0,10,9,0,6,0,0,0,4,12,0,12,15,2
2011-11-01,0,MD,,5,0,0,4,0,0,5,0,0,0,7,3,0,22,11,3
2011-12-01,0,MD,,1,0,0,7,0,0,4,0,0,0,1,13,3,31,14,0
2012-01-01,0,MD,,1,8,0,8,7,0,6,0,10,0,1,4,0,0,20,0
2012-02-01,0,MD,,1,0,12,5,8,0,7,3,0,0,2,7,0,10,16,1
2012-03-01,0,MD,,0,0,0,1,8,0,5,0,0,0,2,2,3,9,10,1
2012-04-01,0,MD,,3,0,0,5,0,0,5,3,0,0,5,3,6,22,32,1
2012-05-01,0,MD,,1,0,0,6,8,0,6,0,0,1,4,3,0,21,18,1
2012-06-01,0,MD,,3,18,0,3,0,0,5,0,0,1,2,3,3,5,17,0
2012-07-01,0,MD,,2,9,0,5,0,0,5,3,12,0,5,14,3,22,21,0
2012-08-01,0,MD,,4,0,0,2,0,0,5,0,0,0,5,0,0,32,25,0
2012-09-01,0,MD,,0,0,0,2,0,0,6,6,0,0,0,10,0,0,13,4
2012-10-01,0,MD,,0,0,0,7,21,0,3,0,0,1,2,4,2,0,12,0
2012-11-01,0,MD,,4,7,11,6,0,0,3,0,0,0,6,2,2,13,14,0
2012-12-01,0,MD,,2,0,0,2,6,0,1,0,0,0,0,0,2,12,9,0
2013-01-01,0,MD,,0,0,0,3,0,0,7,0,0,0,6,2,2,15,16,3
2013-02-01,0,MD,,0,0,0,2,0,0,4,0,0,0,1,6,2,8,13,1
2013-03-01,0,MD,,3,0,0,4,6,0,3,0,0,1,3,2,2,11,18,4
2013-04-01,0,MD,,1,0,10,3,0,0,4,0,0,0,2,4,0,4,24,0
2013-05-01,0,MD,,2,0,0,6,6,0,5,0,0,1,3,4,0,12,20,3
2013-06-01,0,MD,,1,0,0,3,0,0,5,5,0,1,5,2,5,17,25,3
2013-07-01,0,MD,,2,0,0,2,7,0,5,0,9,1,0,4,0,25,15,2
2013-08-01,0,MD,,4,0,0,3,7,0,6,5,0,0,1,2,0,25,15,3
2013-09-01,0,MD,,2,7,0,5,0,0,4,2,0,0,2,4,4,8,22,3
2013-10-01,0,MD,,1,0,0,4,0,0,1,0,0,0,0,6,2,22,19,0
2013-11-01,0,MD,,0,0,0,1,0,0,4,2,0,1,6,5,2,4,17,4
2013-12-01,0,MD,,5,0,0,1,0,0,5,6,0,2,1,0,0,10,12,0
2014-01-01,0,MD,,4,0,0,4,0,0,2,2,0,2,1,5,2,13,22,2
2014-02-01,0,MD,,3,6,0,1,0,0,3,0,0,1,1,5,2,10,17,1
2014-03-01,0,MD,,2,0,0,3,0,0,4,2,0,1,1,2,0,10,18,2
2014-04-01,0,MD,,0,6,0,1,6,0,4,0,8,0,4,7,2,11,27,3
2014-05-01,0,MD,,0,0,0,1,0,0,3,2,0,1,2,10,0,10,19,3
2014-06-01,0,MD,,1,0,0,2,0,0,3,0,16,0,1,2,0,31,16,2
2014-07-01,0,MD,,1,0,10,1,0,0,3,0,0,0,2,9,2,15,19,2
2014-08-01,0,MD,,0,0,0,2,0,0,2,6,0,2,0,2,0,8,27,1
2014-09-01,0,MD,,0,0,0,1,0,0,5,0,8,2,1,7,0,8,18,3
2014-10-01,0,MD,,4,0,9,4,0,0,3,2,7,1,3,5,6,3,23,3
2014-11-01,0,MD,,0,0,8,2,0,0,5,0,0,0,1,5,2,13,17,1
2014-12-01,0,MD,,0,5,0,2,5,0,0,0,0,2,2,0,0,9,14,2
2015-01-01,0,MD,,1,0,0,2,0,0,3,0,12,2,3,5,3,3,13,1
2015-02-01,0,MD,,0,0,0,1,0,0,4,0,0,2,5,5,0,12,15,0
