,Route,Nationality,Language,ISO2,JAN2009,FEB2009,MAR2009,APR2009,MAY2009,JUN2009,JUL2009,AUG2009,SEP2009,OCT2009,NOV2009,DEC2009,JAN2010,FEB2010,MAR2010,APR2010,MAY2010,JUN2010,JUL2010,AUG2010,SEP2010,OCT2010,NOV2010,DEC2010,JAN2011,FEB2011,MAR2011,APR2011,MAY2011,JUN2011,JUL2011,AUG2011,SEP2011,OCT2011,NOV2011,DEC2011,JAN2012,FEB2012,MAR2012,APR2012,MAY2012,JUN2012,JUL2012,AUG2012,SEP2012,OCT2012,NOV2012,DEC2012,JAN2013,FEB2013,MAR2013,APR2013,MAY2013,JUN2013,JUL2013,AUG2013,SEP2013,OCT2013,NOV2013,DEC2013,JAN2014,FEB2014,MAR2014,APR2014,MAY2014,JUN2014,JUL2014,AUG2014,SEP2014,OCT2014,NOV2014,DEC2014,JAN2015,FEB2015,MAR2015,APR2015,MAY2015,JUN2015,JUL2015,AUG2015,SEP2015,OCT2015,NOV2015,DEC2015,JAN2016,FEB2016,MAR2016,APR2016,MAY2016,JUN2016,JUL2016,AUG2016,SEP2016,OCT2016,NOV2016,DEC2016,JAN2017,FEB2017,MAR2017,APR2017,MAY2017,JUN2017,JUL2017,AUG2017,SEP2017,OCT2017,NOV2017,DEC2017,JAN2018,FEB2018,MAR2018,APR2018,MAY2018,JUN2018,JUL2018,AUG2018,SEP2018,OCT2018,NOV2018,DEC2018,JAN2019,FEB2019,MAR2019,APR2019,MAY2019,JUN2019,JUL2019,AUG2019,SEP2019,OCT2019,NOV2019,DEC2019,JAN2020,FEB2020,MAR2020,APR2020,MAY2020,JUN2020,JUL2020,AUG2020,SEP2020,OCT2020,NOV2020,Unnamed: 3
243,Eastern Mediterranean Route,Iraq,Arabic+Kurdish,IQ,258,187,173,339,243,280,367,456,368,226,271,137,125,187,192,168,210,187,541,345,259,300,223,143,78,55,75,63,66,79,119,158,66,182,122,67,50,45,67,99,152,126,164,93,105,74,43,16,30,15,17,20,23,52,77,43,80,34,28,10,9,7,17,18,15,25,60,107,117,149,246,95,85,173,384,534,805,1594,2055,4019,12820,22911,19095,28246,12369,9534,2721,394,211,296,133,532,589,752,305,142,123,141,247,268,389,351,455,1171,1674,957,819,607,540,376,902,1128,995,799,563,648,1010,1285,480,244,199,314,378,259,287,195,388,504,595,646,427,259,144,136,122,1,0,8,8,7,15,28,26,736.0
244,Eastern Mediterranean Route,Jordan,Arabic,JO,3,4,1,2,3,0,4,1,3,2,1,3,1,2,0,1,1,0,4,1,0,0,7,0,3,3,2,5,2,0,1,0,2,4,1,0,1,0,1,2,5,5,0,0,0,1,7,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,2,10,12,23,4,7,13,4,1,0,3,5,5,4,5,0,2,2,1,1,2,0,5,6,4,4,12,5,12,1,0,2,13,5,2,2,0,11,0,2,2,1,1,9,3,0,9,3,5,1,0,2,3,1,1,0,0,0,0,0,0,0,0,800.0
245,Eastern Mediterranean Route,Kazakhstan,Kazakh+Russian,KZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.0
246,Eastern Mediterranean Route,Kenya,Swahili+English,KE,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,9,3,3,2,3,1,1,1,0,0,1,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,808.0
247,Eastern Mediterranean Route,Kosovo,Albanian+Croatian,XK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
248,Eastern Mediterranean Route,Kuwait,Arabic,KW,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,5,6,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,39,3,0,3,0,0,0,3,2,0,1,0,0,14,74,29,34,33,11,53,30,36,10,73,23,68,22,6,9,4,13,2,2,0,0,1,7,19,0,2,1,11,22,13,5,16,1,22,23,0,4,0,14,0,0,0,0,0,0,0,0,828.0
249,Eastern Mediterranean Route,Kyrgyzstan,Kyrgyz+Russian,KG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.0
250,Eastern Mediterranean Route,Lao People's Democratic Republic (the),Lao,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,10,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.0
251,Eastern Mediterranean Route,Lebanon,Arabic,LB,233,138,158,119,3,7,65,9,3,0,74,1,5,3,8,2,13,0,8,38,19,54,63,20,20,3,9,16,11,11,12,22,29,60,24,22,21,9,3,6,9,14,5,2,2,2,3,0,1,1,0,0,0,0,1,4,1,1,0,0,0,0,0,1,1,0,1,0,5,2,0,3,8,0,0,2,2,3,2,19,75,786,695,452,118,56,94,20,5,3,9,20,7,18,14,9,6,4,2,0,7,2,1,9,8,22,3,4,1,1,1,4,2,2,4,8,10,8,7,6,3,8,1,7,16,2,1,7,15,10,24,9,4,10,4,0,0,9,1,16,8,11,0,844.0
252,Eastern Mediterranean Route,Libya,Arabic,LY,0,1,1,0,1,0,15,0,0,0,0,2,0,1,0,0,0,0,1,1,0,9,1,4,0,6,18,18,13,4,13,6,4,10,1,2,0,3,2,0,3,5,1,7,0,4,1,0,0,0,0,1,1,0,2,5,0,7,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,3,3,0,1,0,2,11,74,49,263,116,14,1,2,2,0,1,0,0,2,0,0,1,1,3,3,0,7,3,8,0,10,9,4,2,0,4,22,3,5,4,1,7,8,3,1,4,0,4,0,0,2,1,2,0,1,3,4,1,1,1,0,1,4,0,3,0,0,0,868.0
253,Eastern Mediterranean Route,Malawi,English,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.0
254,Eastern Mediterranean Route,Mali,French,ML,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,0,1,1,2,0,0,4,8,10,9,8,7,9,19,5,7,9,4,8,13,19,11,2,8,16,46,27,26,4,13,21,18,40,41,50,29,9,15,18,27,30,29,60,49,5,4,6,3,0,7,10,25,18,45,26,10,24,10,18,24,44,36,17,43,43,32,48,31,19,25,10,2,10,5,10,14,9,2,11,12,17,8,0,4,1,6,5,1,4,5,3,5,2,3,0,5,2,3,3,4,5,5,16,1,8,5,1,2,1,13,9,12,12,10,10,13,12,10,6,7,0,1,1,0,0,0,0,0,932.0
255,Eastern Mediterranean Route,Mauritania,Arabic,MR,1,1,5,0,1,6,5,0,5,0,1,1,0,1,4,5,1,1,0,0,5,1,6,12,5,4,12,4,7,6,7,0,9,5,4,4,5,6,3,3,2,6,2,3,1,8,3,4,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,2,7,13,2,4,3,1,0,0,2,0,2,1,0,3,0,0,0,1,4,0,0,0,0,0,1,0,2,1,2,1,0,0,0,1,1,0,2,1,2,1,2,2,2,2,0,0,1,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,956.0
256,Eastern Mediterranean Route,Mauritius,English+French,MU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.0
257,Eastern Mediterranean Route,Mexico,Spanish,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0
258,Eastern Mediterranean Route,Moldova (the Republic of),Romanian+Russian,MD,6,8,5,6,0,6,1,4,4,0,0,1,2,0,5,1,2,1,0,1,3,0,2,0,0,0,0,0,0,1,3,1,2,2,1,1,1,2,0,2,2,1,3,0,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,996.0
259,Eastern Mediterranean Route,Montenegro,Croatian,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.0
260,Eastern Mediterranean Route,Morocco,French+Arabic,MA,11,5,8,7,4,4,13,10,21,13,3,48,79,125,62,45,24,12,11,6,127,252,293,292,214,134,196,212,191,148,155,100,145,306,135,193,150,97,128,171,145,133,116,3,10,27,24,7,30,11,10,19,28,16,3,18,25,37,23,2,3,3,5,0,4,5,8,6,6,4,3,0,7,3,6,11,13,12,8,3,42,557,4708,2051,154,58,53,48,29,41,34,56,30,69,38,61,31,16,27,27,43,35,42,34,33,42,33,38,29,7,18,27,8,29,20,9,20,35,9,10,12,11,3,0,3,15,13,11,28,29,26,9,15,23,11,0,0,2,4,0,0,0,2,1008.0
261,Eastern Mediterranean Route,Myanmar,Burmese,MM,70,32,62,144,174,125,248,190,113,81,45,32,40,32,40,192,91,97,22,56,67,66,11,24,7,6,1,0,9,6,1,3,2,34,21,19,14,0,2,12,23,6,9,7,2,5,2,0,3,1,0,0,10,0,3,0,5,22,6,0,2,0,1,1,0,0,0,0,1,4,0,0,0,3,0,6,61,31,9,21,3,3,41,1,1,0,1,9,0,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,4,6,0,0,0,0,6,0,0,0,0,2,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0
262,Eastern Mediterranean Route,Nepal,Nepali,NP,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,2,6,2,8,6,2,0,2,22,7,19,1,1,2,2,1,1,2,4,0,3,3,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,15,25,40,122,62,26,12,12,8,25,2,6,12,4,16,3,5,0,0,1,7,3,1,1,6,9,9,1,0,3,2,3,4,1,2,3,6,12,1,6,2,1,1,4,2,0,2,6,1,3,8,4,1,0,1,3,0,1,8,4,0,0,2,3,1048.0
263,Eastern Mediterranean Route,Niger (the),French,NE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,7,5,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1124.0
264,Eastern Mediterranean Route,Nigeria,Engish+Hausa+Igbo,NG,4,2,13,3,6,1,9,8,5,11,8,1,4,11,13,20,8,4,38,55,49,50,71,37,60,82,83,56,32,22,39,14,17,27,43,47,37,30,32,22,45,50,0,5,5,5,0,5,3,5,1,0,1,1,2,8,4,2,1,0,2,1,3,1,12,0,3,19,18,27,15,15,15,53,70,89,49,77,82,57,80,72,31,29,22,14,4,14,15,19,18,27,9,16,13,23,15,6,9,5,12,16,5,10,8,3,15,9,13,4,12,10,8,9,10,13,20,20,29,11,30,11,33,40,22,30,48,20,42,99,36,29,61,99,77,2,0,15,40,5,6,14,31,1132.0
265,Eastern Mediterranean Route,Oman,Arabic,OM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.0
266,Eastern Mediterranean Route,Pakistan,Urdu+English,PK,54,26,70,130,117,169,97,124,246,258,135,55,54,79,115,95,89,128,156,245,398,951,950,446,378,263,289,510,728,855,1648,1695,1678,2977,1736,552,361,229,260,359,473,344,491,124,41,27,24,19,13,10,12,15,23,24,32,7,17,38,34,11,15,19,3,9,22,29,21,22,28,28,31,44,32,74,189,722,1459,2223,2588,1602,2812,3389,5301,3812,2269,1578,1686,590,367,371,471,917,515,224,255,332,160,161,353,70,297,463,369,62,229,97,217,122,83,33,116,228,371,336,100,144,331,291,266,115,120,64,85,113,146,168,261,302,159,269,160,160,80,146,220,18,13,37,36,52,41,65,50,1172.0
267,Eastern Mediterranean Route,"Palestine, State of",Arabic,PS,442,487,643,580,763,668,628,976,755,1188,781,1007,610,241,282,286,173,202,75,83,250,313,228,579,44,26,28,28,41,29,27,63,69,89,89,120,51,77,138,85,86,156,158,134,72,135,132,289,52,90,75,79,53,66,41,50,96,39,47,2,3,7,1,11,24,39,54,168,141,25,25,19,6,13,116,123,170,240,257,488,784,1747,1281,1142,464,494,403,180,48,71,49,51,63,53,68,97,136,38,109,40,55,75,41,67,154,60,68,57,37,48,69,86,162,237,123,230,236,221,223,339,345,84,149,301,247,162,203,323,350,522,425,292,108,118,92,0,0,8,3,3,1,3,0,550.0
268,Eastern Mediterranean Route,Peru,Spanish,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.0
269,Eastern Mediterranean Route,Philippines (the),English+Filipino+Cebuano+Tagalog,PH,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1216.0
270,Eastern Mediterranean Route,Republic of North Macedonia,Macedonian,MK,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1614.0
271,Eastern Mediterranean Route,Russian Federation (the),Russian,RU,2,1,0,2,5,2,1,0,1,1,3,0,1,0,2,1,4,2,8,4,3,3,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,1,4,1,0,0,1,2,1,0,0,0,1,1,2,1,2,0,1,13,0,1,0,3,2,1,2,2,0,0,1,1,2,1,0,2,1,3,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1286.0
272,Eastern Mediterranean Route,Rwanda,French+English+Swahili,RW,2,2,6,1,2,1,14,13,15,12,1,0,0,0,2,0,0,0,7,5,9,2,30,22,6,1,5,8,0,0,1,3,1,4,3,1,0,0,2,1,1,0,1,0,1,17,4,6,8,7,0,0,0,9,6,3,9,19,18,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1292.0
273,Eastern Mediterranean Route,Saudi Arabia,Arabic,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,3,5,6,3,1,1,1,1,1,0,0,2,1,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1364.0
274,Eastern Mediterranean Route,Senegal,French,SN,0,0,0,0,0,1,0,1,2,2,0,0,0,0,2,0,0,0,0,4,2,7,25,28,50,47,43,46,48,31,31,27,72,47,43,40,32,29,18,25,20,21,17,6,5,5,2,2,4,1,0,2,2,2,2,3,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,7,5,1,2,18,32,49,27,1,4,0,3,2,1,1,13,6,2,2,0,3,1,0,0,1,1,4,1,6,5,1,1,1,2,0,0,2,0,0,3,4,5,12,11,12,0,4,2,1,4,8,7,13,10,6,9,7,11,4,8,1,1,0,1,1,0,0,1,1372.0
275,Eastern Mediterranean Route,Serbia,Croatian,RS,3,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,4,2,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1376.0
276,Eastern Mediterranean Route,Sierra Leone,English,SL,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,3,14,13,35,13,5,21,3,22,8,5,1,2,6,4,4,3,1,2,10,8,3,1,4,2,0,0,0,0,0,2,0,0,0,2,1,1,5,8,4,0,0,0,0,3,11,1,4,6,18,3,6,2,6,7,5,4,0,2,0,2,8,8,25,1,1,8,0,0,5,1,6,6,1,6,18,2,3,2,0,1,1,1,1,0,2,0,0,2,0,4,8,0,12,16,11,9,13,14,1,0,2,0,6,28,11,23,6,33,26,20,23,20,29,23,2,1,9,9,0,2,12,23,1388.0
277,Eastern Mediterranean Route,Somalia,Somali+Arabic,SO,422,407,583,431,553,539,486,421,464,672,348,458,121,362,380,464,492,556,403,333,384,355,250,123,32,38,38,79,72,100,126,96,158,186,228,123,122,115,164,60,193,177,206,39,21,8,4,40,31,66,36,61,78,78,26,55,110,83,84,50,158,81,108,110,101,202,119,154,113,272,121,116,109,105,243,344,208,286,383,403,416,889,823,329,183,104,194,29,17,3,21,25,17,33,23,17,8,14,30,38,17,13,31,17,59,78,53,26,12,13,43,64,107,133,147,116,115,156,85,69,30,16,44,137,154,183,251,282,603,461,442,246,133,188,217,5,7,20,110,9,19,44,12,1412.0
278,Eastern Mediterranean Route,South Africa,English+Afrikaans,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,7,1,2,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1420.0
279,Eastern Mediterranean Route,Sri Lanka,Sinhala+Tamil+English,LK,37,11,12,22,28,15,10,11,8,6,0,1,127,1,6,3,4,3,1,9,14,8,7,14,19,22,16,25,17,23,9,12,13,17,17,12,9,3,7,2,7,10,5,3,2,2,2,0,0,2,171,0,4,1,1,0,0,2,4,0,0,0,5,0,3,0,0,2,0,1,2,2,0,1,2,1,0,25,9,8,11,34,39,81,70,23,30,19,6,0,1,11,17,1,0,2,13,0,0,0,6,8,1,0,0,0,3,0,0,0,0,0,3,2,4,4,8,16,9,5,8,2,4,26,6,5,15,1,10,3,10,2,7,1,1,0,0,0,0,0,0,1,1,288.0
280,Eastern Mediterranean Route,Sudan (the),Arabic,SD,5,9,5,5,4,4,7,19,18,10,10,5,5,77,142,5,0,3,0,12,9,19,17,27,27,19,23,25,28,15,28,0,25,18,26,34,10,7,9,27,11,14,22,5,0,8,1,5,0,10,3,0,14,7,11,7,7,28,2,0,4,3,3,3,8,30,26,25,20,10,11,19,27,15,29,14,14,118,20,40,25,42,29,11,8,9,4,2,2,5,5,8,0,1,6,5,6,6,7,0,6,8,5,7,13,14,4,6,6,0,16,15,5,6,9,3,7,6,3,2,13,2,4,5,8,6,7,21,13,17,12,16,10,16,13,0,0,0,3,0,0,0,0,1458.0
281,Eastern Mediterranean Route,Syrian Arab Republic,Arabic+Kurdish,SY,91,61,56,36,36,34,42,35,28,33,29,57,30,36,36,43,40,23,73,86,77,81,68,41,44,27,27,42,63,85,102,143,163,239,201,156,214,195,288,565,561,785,1948,1197,398,367,407,197,184,325,442,447,580,1016,977,1173,2385,2866,1538,794,591,849,1177,1262,1634,2728,3312,5302,6070,5066,2280,1402,1054,1921,5389,8487,11663,19323,38059,86447,102680,110533,67134,43650,30901,30046,14662,1634,673,500,652,1360,1173,1662,932,390,522,655,1066,619,804,1058,1589,1956,2838,2157,2000,1131,674,666,1658,3414,1987,772,782,819,1090,891,633,520,399,300,472,676,991,1046,1568,1954,4022,3708,2889,1579,842,750,866,9,23,191,262,155,353,447,335,1520.0
282,Eastern Mediterranean Route,Taiwan (Province of China),Mandarin,TW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0
